_source,_processing_status,_context_id,project_code,_src_project_code,project_name,_src_project_name,quantity,_src_quantity,unit,_src_unit,unit_price,_src_unit_price,total_price,_src_total_price,tax_rate,_src_tax_rate,_unmapped_备注,_unmapped_说明,_unmapped_来源系统,_record_index,total_price_status,total_price_calculated,total_price_expected,total_price_anomaly,total_price_record_id,tax_amount_status,tax_amount_calculated,tax_amount_expected,tax_amount_anomaly,tax_amount_record_id,_overall_status,unit_cost_status,unit_cost_calculated,unit_cost_expected,unit_cost_anomaly,unit_cost_record_id
,字段已映射,,XM013,项目编号,门窗安装,名称,50,数量,套,计量单位,850.0,综合单价,42500.0,总价,0.13,增值税率,,新增项目,,18,通过,42925.0,42500.0,,64e6825aa9,失败,5525.0,42500.0,数值偏差,52a5f42641,失败,失败,850.0,42500.0,数值偏差,f32065ca63
,字段已映射,,XM014,项目编号,涂料粉刷,名称,200,数量,m²,计量单位,55.0,综合单价,11000.0,总价,0.13,增值税率,,新增项目,,19,通过,11110.0,11000.0,,47ab4923fc,失败,1430.0,11000.0,数值偏差,9037ed6cdc,失败,失败,55.0,11000.0,数值偏差,92a768a626
,字段已映射,,XM015,项目编号,卫生洁具,名称,20,数量,套,计量单位,1200.0,综合单价,24000.0,总价,0.13,增值税率,,新增项目,,20,通过,24240.0,24000.0,,b157fe61a1,失败,3120.0,24000.0,数值偏差,960f8b024b,失败,失败,1200.0,24000.0,数值偏差,5218f5ff32
,字段已映射,,XM016,项目编号,灯具安装,名称,30,数量,套,计量单位,450.0,综合单价,13500.0,总价,0.13,增值税率,,新增项目,,21,通过,13635.0,13500.0,,259f966cfb,失败,1755.0,13500.0,数值偏差,d3a9783b84,失败,失败,450.0,13500.0,数值偏差,a5d443cb0c
,字段已映射,,XM001,编号,混凝土浇筑,名称,100,工作量,m³,单位,350.0,价格,35000.0,金额,13,税率,手动录入,,,22,通过,35350.0,35000.0,,b1ebe6295f,失败,4550.0,35000.0,数值偏差,3f34e2101b,失败,失败,350.0,35000.0,数值偏差,96080d01a6
,字段已映射,,XM002,编号,钢筋绑扎,名称,50,工作量,t,单位,5800.0,价格,290000.0,金额,13,税率,手动录入,,,23,通过,292900.0,290000.0,,303f273aea,失败,37700.0,290000.0,数值偏差,23b90e3f26,失败,失败,5800.0,290000.0,数值偏差,b893e3f8d6
,字段已映射,,XM003,编号,模板工程,名称,200,工作量,m²,单位,85.0,价格,17000.0,金额,13,税率,手动录入,,,24,通过,17170.0,17000.0,,dd4966bb69,失败,2210.0,17000.0,数值偏差,2cc50a32aa,失败,失败,85.0,17000.0,数值偏差,c34f8de1e0
,字段已映射,,XM004,编号,脚手架,名称,150,工作量,m²,单位,120.0,价格,18000.0,金额,13,税率,手动录入,,,25,通过,18180.0,18000.0,,2eaed87bae,失败,2340.0,18000.0,数值偏差,8fc547f698,失败,失败,120.0,18000.0,数值偏差,285c7db7a0
,字段已映射,,XM005,编号,防水工程,名称,80,工作量,m²,单位,280.0,价格,22400.0,金额,9,税率,手动录入,,,26,通过,22624.0,22400.0,,2555789cea,失败,2016.0,22400.0,数值偏差,513538cbbd,失败,失败,280.0,22400.0,数值偏差,8ec1f3f540
,字段已映射,,XM006,编号,土方开挖,名称,500,工作量,m³,单位,45.0,价格,22500.0,金额,9,税率,手动录入,,,27,通过,22725.0,22500.0,,26e90d8118,失败,2025.0,22500.0,数值偏差,0449862693,失败,失败,45.0,22500.0,数值偏差,8d67531496
,字段已映射,,XM017,编号,智能化系统,名称,1,工作量,项,单位,150000.0,价格,150000.0,金额,13,税率,整项计价,,,28,通过,151500.0,150000.0,,3e0d163ffc,失败,19500.0,150000.0,数值偏差,89f4bdf6f7,失败,通过,150000.0,150000.0,,38b9581a09
,字段已映射,,XM018,编号,消防工程,名称,1,工作量,项,单位,85000.0,价格,85000.0,金额,13,税率,整项计价,,,29,通过,85850.0,85000.0,,91eda7d4e9,失败,11050.0,85000.0,数值偏差,cf32084ee5,失败,通过,85000.0,85000.0,,e5471a6990
,字段已映射,,XM019,编号,通风空调,名称,1,工作量,项,单位,120000.0,价格,120000.0,金额,13,税率,整项计价,,,30,通过,121200.0,120000.0,,e1f128d302,失败,15600.0,120000.0,数值偏差,783419a107,失败,通过,120000.0,120000.0,,71892f1c38
,字段已映射,,XM001,项目编码,混凝土浇筑,项目名称,100,工程量,m³,单位,0.035,单位万元,35000.0,合价,13%,税率,,,ERP系统,31,失败,3.5350000000000006,35000.0,数值偏差,5392bf2597,失败,4550.0,35000.0,数值偏差,eda9f690f5,失败,失败,350.0,35000.0,数值偏差,35d036d455
,字段已映射,,XM002,项目编码,钢筋绑扎,项目名称,50,工程量,t,单位,0.58,单位万元,290000.0,合价,13%,税率,,,ERP系统,32,失败,29.289999999999996,290000.0,数值偏差,f309e8f8f0,失败,37700.0,290000.0,数值偏差,43119aefc3,失败,失败,5800.0,290000.0,数值偏差,bfa905a30b
,字段已映射,,XM003,项目编码,模板工程,项目名称,200,工程量,m²,单位,0.0085,单位万元,17000.0,合价,13%,税率,,,ERP系统,33,失败,1.7170000000000003,17000.0,数值偏差,767aec6733,失败,2210.0,17000.0,数值偏差,eb90be87f1,失败,失败,85.0,17000.0,数值偏差,154b3b57a9
,字段已映射,,XM004,项目编码,脚手架,项目名称,150,工程量,m²,单位,0.012,单位万元,18000.0,合价,13%,税率,,,ERP系统,34,失败,1.818,18000.0,数值偏差,57285950aa,失败,2340.0,18000.0,数值偏差,7b9028b2de,失败,失败,120.0,18000.0,数值偏差,7c62d95f18
,字段已映射,,XM005,项目编码,防水工程,项目名称,80,工程量,m²,单位,0.028,单位万元,22400.0,合价,9%,税率,,,ERP系统,35,失败,2.2624000000000004,22400.0,数值偏差,135fb6053f,失败,2016.0,22400.0,数值偏差,959cac4853,失败,失败,280.0,22400.0,数值偏差,02dcea5209
,字段已映射,,XM006,项目编码,土方开挖,项目名称,500,工程量,m³,单位,0.0045,单位万元,22500.0,合价,9%,税率,,,ERP系统,36,失败,2.2725,22500.0,数值偏差,135018520f,失败,2025.0,22500.0,数值偏差,573da3ac56,失败,失败,45.0,22500.0,数值偏差,cc751bd345
,字段已映射,,BN001,项目编码,除零测试,项目名称,0,工程量,m³,单位,100.0,单价,0.0,合价,13%,税率,工程量为0，测试除零边界,,,37,通过,0.0,0.0,,f90e0fba43,通过,0.0,0.0,,e001e8cb5e,异常,异常,,0.0,除零异常,05a79d2cfe
,字段已映射,,BN002,项目编码,极小分母,项目名称,0.0000001,工程量,m³,单位,1000000.0,单价,1.0,合价,13%,税率,分母接近0，测试边界,,,38,失败,0.10099999999999999,1.0,数值偏差,536c04fcb4,失败,0.13,1.0,数值偏差,484b1ed368,失败,失败,10000000.0,1.0,数值偏差,0463087934
,字段已映射,,BN003,项目编码,负值工程量,项目名称,-10,工程量,m³,单位,100.0,单价,-1000.0,合价,13%,税率,工程量为负,,,39,通过,-1010.0,-1000.0,负值异常,8b85cad33d,失败,-130.0,-1000.0,数值偏差,2a9fb6450e,失败,失败,100.0,-1000.0,数值偏差,3ddd39f9f8
,字段已映射,,BN004,项目编码,负值单价,项目名称,10,工程量,m³,单位,-100.0,单价,-1000.0,合价,13%,税率,单价为负,,,40,通过,-1010.0,-1000.0,负值异常,7b0aaae9a4,失败,-130.0,-1000.0,数值偏差,c7d646c24e,失败,失败,-100.0,-1000.0,数值偏差,8feb004641
,字段已映射,,BN005,项目编码,空值字段,项目名称,,工程量,m³,单位,100.0,单价,,合价,13%,税率,工程量为空,,,41,异常,,,空值异常,3a448eaa73,异常,,,空值异常,b2dae46e33,异常,异常,,,空值异常,e8b5831bf1
,字段已映射,,BN006,项目编码,空值单价,项目名称,10,工程量,m³,单位,,单价,,合价,13%,税率,单价为空,,,42,异常,,,空值异常,10b9722f01,异常,,,空值异常,5d7b510149,异常,异常,,,空值异常,b7911bd3c2
,字段已映射,,BN007,项目编码,单位不匹配,项目名称,10,工程量,吨,单位,100.0,单价,1000.0,合价,13%,税率,单位是吨，预期是千克,,,43,通过,1010.0,1000.0,,319ab487cd,失败,130.0,1000.0,数值偏差,09f6ab3d96,失败,失败,100.0,1000.0,数值偏差,a7b49246b8
,字段已映射,,BN008,项目编码,税率异常,项目名称,10,工程量,m³,单位,100.0,单价,1000.0,合价,113,税率,税率大于1,,,44,通过,1010.0,1000.0,,b545c4c728,失败,1130.0,1000.0,数值偏差,419163bfa5,失败,失败,100.0,1000.0,数值偏差,1fce0bfc71
,字段已映射,,BN009,项目编码,精度问题,项目名称,10,工程量,m³,单位,99.99,单价,999.9,合价,13%,税率,四舍五入偏差,,,45,通过,1009.899,999.9,,415d45803a,失败,129.987,999.9,数值偏差,e02d5640cf,失败,失败,99.99,999.9,数值偏差,e0ed637b50
,字段已映射,,BN010,项目编码,期望值偏差,项目名称,10,工程量,m³,单位,100.0,单价,950.0,合价,13%,税率,期望值与计算值偏差5%,,,46,失败,1010.0,950.0,数值偏差,f3b8a50a2f,失败,123.5,950.0,数值偏差,c35f752c02,失败,失败,95.0,950.0,数值偏差,435d938937
,字段已映射,,BN011,项目编码,零合价,项目名称,0,工程量,m³,单位,0.0,单价,0.0,合价,13%,税率,全零记录,,,47,通过,0.0,0.0,,5e6f802a06,通过,0.0,0.0,,8ce0dd6387,异常,异常,,0.0,除零异常,55ff9a5665
,字段已映射,,BN012,项目编码,大额数值,项目名称,1000,工程量,m³,单位,999999.0,单价,999999000.0,合价,13%,税率,大额数值测试,,,48,通过,1009998990.0,999999000.0,,52e0daa718,失败,129999870.0,999999000.0,数值偏差,93a6edb2e4,失败,失败,999999.0,999999000.0,数值偏差,2e35e0e6a8
,字段已映射,,BN013,项目编码,格式错误,项目名称,INVALID,工程量,m³,单位,100.0,单价,1000.0,合价,13%,税率,工程量非数字，测试公式计算异常,,,49,异常,,1000.0,公式计算异常,af5480dbcb,失败,130.0,1000.0,数值偏差,18f564f541,异常,异常,,1000.0,公式计算异常,0589903062
